"","day","d_n","station","wetland"
"58",2017-11-26,0.201991861648432,"SC-E","BB"
"59",2017-11-27,0.207047712109376,"SC-E","BB"
"60",2017-11-28,0.213638434754531,"SC-E","BB"
"61",2017-11-29,0.212227309031544,"SC-E","BB"
"62",2017-11-30,0.219327942595384,"SC-E","BB"
"63",2017-12-01,0.158950944457085,"SC-E","BB"
"64",2017-12-02,0.167830264289184,"SC-E","BB"
"65",2017-12-03,0.168537957341802,"SC-E","BB"
"66",2017-12-04,0.175542947027634,"SC-E","BB"
"67",2017-12-05,0.175474628797305,"SC-E","BB"
"68",2017-12-06,0.15471324032844,"SC-E","BB"
"69",2017-12-07,0.163722461269101,"SC-E","BB"
"70",2017-12-08,0.17376742191776,"SC-E","BB"
"71",2017-12-09,0.173723510011193,"SC-E","BB"
"72",2017-12-10,0.167433981062369,"SC-E","BB"
"73",2017-12-11,0.152573309637666,"SC-E","BB"
"74",2017-12-12,0.136582668729366,"SC-E","BB"
"75",2017-12-13,0.148267381651713,"SC-E","BB"
"76",2017-12-14,0.155227649649485,"SC-E","BB"
"77",2017-12-15,0.172774933442877,"SC-E","BB"
"78",2017-12-16,0.175438186283238,"SC-E","BB"
"79",2017-12-17,0.179017542387987,"SC-E","BB"
"80",2017-12-18,0.176735045306351,"SC-E","BB"
"81",2017-12-19,0.177741028479119,"SC-E","BB"
"82",2017-12-20,0.180486228655454,"SC-E","BB"
"83",2017-12-21,0.191557092712419,"SC-E","BB"
"84",2017-12-22,0.198566505131545,"SC-E","BB"
"85",2017-12-23,0.197080547775516,"SC-E","BB"
"86",2017-12-24,0.194167151013987,"SC-E","BB"
"87",2017-12-25,0.187508701955932,"SC-E","BB"
"88",2017-12-26,0.206317388276605,"SC-E","BB"
"89",2017-12-27,0.210213779048528,"SC-E","BB"
"90",2017-12-28,0.219050393673794,"SC-E","BB"
"91",2017-12-29,0.217797177428519,"SC-E","BB"
"92",2017-12-30,0.219520351056359,"SC-E","BB"
"93",2017-12-31,0.233476316674086,"SC-E","BB"
"94",2018-01-01,0.244486688980562,"SC-E","BB"
"95",2018-01-02,0.252976301948802,"SC-E","BB"
"96",2018-01-03,0.254401339994448,"SC-E","BB"
"97",2018-01-04,0.238804886477123,"SC-E","BB"
"98",2018-01-05,0.25739013353206,"SC-E","BB"
"99",2018-01-06,0.271086712965308,"SC-E","BB"
"100",2018-01-07,0.279895406670516,"SC-E","BB"
"101",2018-01-08,0.271776307859436,"SC-E","BB"
"102",2018-01-09,0.258134260676889,"SC-E","BB"
"103",2018-01-10,0.241404383432961,"SC-E","BB"
"104",2018-01-11,0.190053524052554,"SC-E","BB"
"105",2018-01-12,0.0896363412346504,"SC-E","BB"
"106",2018-01-13,0.0163280206361385,"SC-E","BB"
"107",2018-01-14,0.0440121656537568,"SC-E","BB"
"108",2018-01-15,0.0582477567326266,"SC-E","BB"
"109",2018-01-16,0.0666053657283494,"SC-E","BB"
"110",2018-01-17,0.0734912536117549,"SC-E","BB"
"111",2018-01-18,0.0774811261288286,"SC-E","BB"
"112",2018-01-19,0.0840652671285498,"SC-E","BB"
"113",2018-01-20,0.0881198963960626,"SC-E","BB"
"114",2018-01-21,0.0954154116876691,"SC-E","BB"
"115",2018-01-22,0.0988788686995927,"SC-E","BB"
"116",2018-01-23,0.0581784076579158,"SC-E","BB"
"117",2018-01-24,0.0178364629906935,"SC-E","BB"
"118",2018-01-25,0.0452355109736449,"SC-E","BB"
"119",2018-01-26,0.0610003002859941,"SC-E","BB"
"120",2018-01-27,0.0663365115497713,"SC-E","BB"
"121",2018-01-28,0.024102554529184,"SC-E","BB"
"122",2018-01-29,-0.00622449195580532,"SC-E","BB"
"123",2018-01-30,0.0139434250122366,"SC-E","BB"
"124",2018-01-31,0.0315715473398906,"SC-E","BB"
"125",2018-02-01,0.0389591974025293,"SC-E","BB"
"126",2018-02-02,0.0262452634623165,"SC-E","BB"
"127",2018-02-03,0.0392781195542379,"SC-E","BB"
"128",2018-02-04,0.0371002799573127,"SC-E","BB"
"129",2018-02-05,-0.011569418038897,"SC-E","BB"
"130",2018-02-06,0.0146472836136368,"SC-E","BB"
"131",2018-02-07,0.018305742911542,"SC-E","BB"
"132",2018-02-08,-0.00950321130852272,"SC-E","BB"
"133",2018-02-09,0.0148407472913376,"SC-E","BB"
"134",2018-02-10,0.0117885192005981,"SC-E","BB"
"135",2018-02-11,-0.0149196517584519,"SC-E","BB"
"136",2018-02-12,-0.0134986454794683,"SC-E","BB"
"137",2018-02-13,-0.00874919773462302,"SC-E","BB"
"138",2018-02-14,-0.00261974014422917,"SC-E","BB"
"139",2018-02-15,0.00104899154249927,"SC-E","BB"
"140",2018-02-16,0.00190467322623966,"SC-E","BB"
"141",2018-02-17,0.00744815880472927,"SC-E","BB"
"142",2018-02-18,-0.0181206949871056,"SC-E","BB"
"143",2018-02-19,-0.0095533773419082,"SC-E","BB"
"144",2018-02-20,-0.000190609965484145,"SC-E","BB"
"145",2018-02-21,0.00736481595660154,"SC-E","BB"
"146",2018-02-22,0.011500978411718,"SC-E","BB"
"147",2018-02-23,0.00546712867667853,"SC-E","BB"
"148",2018-02-24,0.00238670405508679,"SC-E","BB"
"149",2018-02-25,-0.00861379096904724,"SC-E","BB"
"150",2018-02-26,-0.000162316693992914,"SC-E","BB"
"151",2018-02-27,0.00851275789327466,"SC-E","BB"
"152",2018-02-28,0.00796216772236435,"SC-E","BB"
"153",2018-03-01,0.00840544932188469,"SC-E","BB"
"154",2018-03-02,-0.00822817980605317,"SC-E","BB"
"155",2018-03-03,0.00568074061014523,"SC-E","BB"
"156",2018-03-04,0.0121057105143111,"SC-E","BB"
"157",2018-03-05,0.014061532465223,"SC-E","BB"
"158",2018-03-06,0.0136359431560985,"SC-E","BB"
"159",2018-03-07,-0.0168751226660615,"SC-E","BB"
"160",2018-03-08,-0.0133104622033093,"SC-E","BB"
"161",2018-03-09,-0.00479220142070147,"SC-E","BB"
"162",2018-03-10,0.00149307720967384,"SC-E","BB"
"163",2018-03-11,0.00507152456299209,"SC-E","BB"
"164",2018-03-12,0.00543909830233125,"SC-E","BB"
"165",2018-03-13,0.00146263423727078,"SC-E","BB"
"166",2018-03-14,0.00701559271198504,"SC-E","BB"
"167",2018-03-15,0.00870174403529556,"SC-E","BB"
"168",2018-03-16,0.0131226470142031,"SC-E","BB"
"169",2018-03-17,0.013573138500638,"SC-E","BB"
"170",2018-03-18,0.0154861136943315,"SC-E","BB"
"171",2018-03-19,0.0161171805928112,"SC-E","BB"
"172",2018-03-20,0.000275564860412469,"SC-E","BB"
"173",2018-03-21,-0.01471270496955,"SC-E","BB"
"174",2018-03-22,-0.0120708532956343,"SC-E","BB"
"175",2018-03-23,-0.0145170218528741,"SC-E","BB"
"176",2018-03-24,-0.00787537673877969,"SC-E","BB"
"177",2018-03-25,-0.00198181186894664,"SC-E","BB"
"178",2018-03-26,0.00180623103159516,"SC-E","BB"
"179",2018-03-27,0.00305962916457991,"SC-E","BB"
"180",2018-03-28,0.003006185714297,"SC-E","BB"
"181",2018-03-29,0.00668107989587963,"SC-E","BB"
"182",2018-03-30,0.00969532847316656,"SC-E","BB"
"183",2018-03-31,0.0155990663915447,"SC-E","BB"
"184",2018-04-01,0.0135805362134749,"SC-E","BB"
"185",2018-04-02,0.0142995987219147,"SC-E","BB"
"186",2018-04-03,0.0132873198231017,"SC-E","BB"
"187",2018-04-04,0.00984068133816907,"SC-E","BB"
"188",2018-04-05,0.0216704125375953,"SC-E","BB"
"189",2018-04-06,0.0173833467815568,"SC-E","BB"
"190",2018-04-07,0.021064524479829,"SC-E","BB"
"191",2018-04-08,0.023511648040743,"SC-E","BB"
"192",2018-04-09,0.0229096062155394,"SC-E","BB"
"193",2018-04-10,0.0191865459261936,"SC-E","BB"
"194",2018-04-11,0.0206575799181532,"SC-E","BB"
"195",2018-04-12,0.0208664561193795,"SC-E","BB"
"196",2018-04-13,0.0270083055090516,"SC-E","BB"
"197",2018-04-14,0.0338263321827881,"SC-E","BB"
"198",2018-04-15,0.0318758826329781,"SC-E","BB"
"199",2018-04-16,-0.0133377157489541,"SC-E","BB"
"200",2018-04-17,-0.00760813161309148,"SC-E","BB"
"201",2018-04-18,0.000930676887225923,"SC-E","BB"
"202",2018-04-19,0.0041505195339433,"SC-E","BB"
"203",2018-04-20,0.0111937206465186,"SC-E","BB"
"204",2018-04-21,0.0140583697941017,"SC-E","BB"
"205",2018-04-22,0.0159384660857446,"SC-E","BB"
"206",2018-04-23,0.0190235457777281,"SC-E","BB"
"207",2018-04-24,0.0181447885638638,"SC-E","BB"
"208",2018-04-25,-0.00283507511991465,"SC-E","BB"
"209",2018-04-26,0.0119592508063346,"SC-E","BB"
"210",2018-04-27,-0.00414402797387703,"SC-E","BB"
"211",2018-04-28,-0.00100910845083846,"SC-E","BB"
"212",2018-04-29,0.00724680064683547,"SC-E","BB"
"213",2018-04-30,0.0138298094773608,"SC-E","BB"
"214",2018-05-01,0.0198111573600942,"SC-E","BB"
"215",2018-05-02,0.0262325804370562,"SC-E","BB"
"216",2018-05-03,0.0351161806030165,"SC-E","BB"
"217",2018-05-04,0.0444069846324236,"SC-E","BB"
"218",2018-05-05,0.0565319531168341,"SC-E","BB"
"219",2018-05-06,0.0550005012342031,"SC-E","BB"
"220",2018-05-07,0.0595147922392179,"SC-E","BB"
"221",2018-05-08,0.0700522942875415,"SC-E","BB"
"222",2018-05-09,0.0778628888458641,"SC-E","BB"
"223",2018-05-10,0.0867866496717785,"SC-E","BB"
"224",2018-05-11,0.10067022433234,"SC-E","BB"
"225",2018-05-12,0.114679152151396,"SC-E","BB"
"226",2018-05-13,0.00800625762722162,"SC-E","BB"
"227",2018-05-14,0.0134369322995787,"SC-E","BB"
"228",2018-05-15,0.0324351685770443,"SC-E","BB"
"229",2018-05-16,-0.00960117060769106,"SC-E","BB"
"230",2018-05-17,-0.00966172594333325,"SC-E","BB"
"231",2018-05-18,-0.0170234218981881,"SC-E","BB"
"232",2018-05-19,-0.0142417820162192,"SC-E","BB"
"233",2018-05-20,-0.00935189736420461,"SC-E","BB"
"234",2018-05-21,0.00286545677324956,"SC-E","BB"
"235",2018-05-22,0.0110085130965816,"SC-E","BB"
"236",2018-05-23,-0.000433051419089225,"SC-E","BB"
"237",2018-05-24,0.0235331845734187,"SC-E","BB"
"238",2018-05-25,0.0395192644562411,"SC-E","BB"
"239",2018-05-26,0.0546824269743911,"SC-E","BB"
"240",2018-05-27,0.0640931363019462,"SC-E","BB"
"241",2018-05-28,0.0486117628897415,"SC-E","BB"
"242",2018-05-29,0.0480406386431007,"SC-E","BB"
"243",2018-05-30,0.0564454530575113,"SC-E","BB"
"244",2018-05-31,0.0603344311972377,"SC-E","BB"
"245",2018-06-01,0.0527816248692833,"SC-E","BB"
"246",2018-06-02,0.0553283517190921,"SC-E","BB"
"247",2018-06-03,0.0367655794283248,"SC-E","BB"
"248",2018-06-04,0.0236278028655265,"SC-E","BB"
"249",2018-06-05,0.051641026769418,"SC-E","BB"
"250",2018-06-06,0.0748018837820745,"SC-E","BB"
"251",2018-06-07,0.0919447869212218,"SC-E","BB"
"252",2018-06-08,0.108318288004875,"SC-E","BB"
"253",2018-06-09,0.0901313117263488,"SC-E","BB"
"254",2018-06-10,0.0197316765238548,"SC-E","BB"
"255",2018-06-11,-0.015161146953103,"SC-E","BB"
"256",2018-06-12,0.00389635879654138,"SC-E","BB"
"257",2018-06-13,0.0224154237101739,"SC-E","BB"
"258",2018-06-14,0.043824270716864,"SC-E","BB"
"259",2018-06-15,0.0700434210337279,"SC-E","BB"
"260",2018-06-16,0.0930251991795155,"SC-E","BB"
"261",2018-06-17,0.114812248360963,"SC-E","BB"
"262",2018-06-18,0.136087098618117,"SC-E","BB"
"263",2018-06-19,0.154049789298686,"SC-E","BB"
"264",2018-06-20,0.16912138807754,"SC-E","BB"
"265",2018-06-21,0.170999122553836,"SC-E","BB"
"266",2018-06-22,0.163409977567659,"SC-E","BB"
"267",2018-06-23,0.117658550284999,"SC-E","BB"
"268",2018-06-24,0.173230805271606,"SC-E","BB"
"269",2018-06-25,0.106122155694905,"SC-E","BB"
"270",2018-06-26,0.144867032356928,"SC-E","BB"
"271",2018-06-27,0.166174751989906,"SC-E","BB"
"272",2018-06-28,0.185637703720945,"SC-E","BB"
"273",2018-06-29,0.221873019019805,"SC-E","BB"
"274",2018-06-30,0.251385684111002,"SC-E","BB"
"275",2018-07-01,0.279062888758129,"SC-E","BB"
"276",2018-07-02,0.309600890283882,"SC-E","BB"
"277",2018-07-03,0.338928635154724,"SC-E","BB"
"278",2018-07-04,0.365453120322809,"SC-E","BB"
"279",2018-07-05,0.389399783929432,"SC-E","BB"
"280",2018-07-06,0.410991605327846,"SC-E","BB"
"281",2018-07-07,0.435639598806619,"SC-E","BB"
"282",2018-07-08,0.463932682735276,"SC-E","BB"
"283",2018-07-09,0.494711358903046,"SC-E","BB"
"284",2018-07-10,0.526519476460845,"SC-E","BB"
"285",2018-07-11,0.570250826484603,"SC-E","BB"
"286",2018-07-12,0.610727414881411,"SC-E","BB"
"287",2018-07-13,0.64293846329698,"SC-E","BB"
"288",2018-07-14,0.67360220339335,"SC-E","BB"
"289",2018-07-15,0.698801950034797,"SC-E","BB"
"290",2018-07-16,0.71366177563141,"SC-E","BB"
"291",2018-07-17,0.733259780274685,"SC-E","BB"
"292",2018-07-18,0.659108942165524,"SC-E","BB"
"293",2018-07-19,0.707249164911503,"SC-E","BB"
"294",2018-07-20,0.749021753074637,"SC-E","BB"
"295",2018-07-21,0.671790544963404,"SC-E","BB"
"296",2018-07-22,0.179516068025165,"SC-E","BB"
"297",2018-07-23,0.20790484591992,"SC-E","BB"
"298",2018-07-24,0.0970355260940159,"SC-E","BB"
"299",2018-07-25,0.028832430125775,"SC-E","BB"
"300",2018-07-26,0.00405163565740962,"SC-E","BB"
"301",2018-07-27,0.0463099927463757,"SC-E","BB"
"302",2018-07-28,0.0794206926202294,"SC-E","BB"
"303",2018-07-29,0.114523711635827,"SC-E","BB"
"304",2018-07-30,0.129548910337795,"SC-E","BB"
"305",2018-07-31,0.133494747083013,"SC-E","BB"
"306",2018-08-01,0.0916851856780555,"SC-E","BB"
"307",2018-08-02,0.119485752040478,"SC-E","BB"
"308",2018-08-03,0.141971357198117,"SC-E","BB"
"309",2018-08-04,0.143620965345144,"SC-E","BB"
"310",2018-08-05,0.177598720274622,"SC-E","BB"
"311",2018-08-06,0.203966038875639,"SC-E","BB"
"312",2018-08-07,0.227718670054456,"SC-E","BB"
"313",2018-08-08,0.251493525533116,"SC-E","BB"
"314",2018-08-09,0.282130384854276,"SC-E","BB"
"315",2018-08-10,0.313419437222606,"SC-E","BB"
"316",2018-08-11,0.340831659280871,"SC-E","BB"
"317",2018-08-12,0.212140538204643,"SC-E","BB"
"318",2018-08-13,0.219131251860363,"SC-E","BB"
"319",2018-08-14,0.246531461437885,"SC-E","BB"
"320",2018-08-15,0.284622805013432,"SC-E","BB"
"321",2018-08-16,0.321848600745955,"SC-E","BB"
"322",2018-08-17,0.349775624012256,"SC-E","BB"
"323",2018-08-18,0.376262932487963,"SC-E","BB"
"324",2018-08-19,0.392768314621909,"SC-E","BB"
"325",2018-08-20,0.402445657432896,"SC-E","BB"
"326",2018-08-21,0.409669070748717,"SC-E","BB"
"327",2018-08-22,0.400475682481822,"SC-E","BB"
"328",2018-08-23,0.438285875814883,"SC-E","BB"
"329",2018-08-24,0.473690745672852,"SC-E","BB"
"330",2018-08-25,0.504351202187486,"SC-E","BB"
"331",2018-08-26,0.531426096281021,"SC-E","BB"
"332",2018-08-27,0.566827273120568,"SC-E","BB"
"333",2018-08-28,0.601086653648589,"SC-E","BB"
"334",2018-08-29,0.635374971589013,"SC-E","BB"
"335",2018-08-30,0.669264697405289,"SC-E","BB"
"336",2018-08-31,0.688269840716693,"SC-E","BB"
"337",2018-09-01,0.693490339993496,"SC-E","BB"
"338",2018-09-02,0.708227471209992,"SC-E","BB"
"339",2018-09-03,0.72594300077652,"SC-E","BB"
"340",2018-09-04,0.734829048480774,"SC-E","BB"
"341",2018-09-05,0.775945356407376,"SC-E","BB"
"342",2018-09-06,0.79807420494956,"SC-E","BB"
"343",2018-09-07,0.816679586683813,"SC-E","BB"
"344",2018-09-08,0.827278649938768,"SC-E","BB"
"345",2018-09-09,0.778997250851269,"SC-E","BB"
"346",2018-09-10,0.459691825422467,"SC-E","BB"
"347",2018-09-11,0.321151649120133,"SC-E","BB"
"348",2018-09-12,0.0678948265184579,"SC-E","BB"
"349",2018-09-13,0.124246269271409,"SC-E","BB"
"350",2018-09-14,0.153563888288183,"SC-E","BB"
"351",2018-09-15,0.179256615380528,"SC-E","BB"
"352",2018-09-16,0.211596532524656,"SC-E","BB"
"353",2018-09-17,0.228935549010772,"SC-E","BB"
"354",2018-09-18,0.233743518115738,"SC-E","BB"
"355",2018-09-19,0.242501969403382,"SC-E","BB"
"356",2018-09-20,0.269836207768334,"SC-E","BB"
"357",2018-09-21,0.277561124324617,"SC-E","BB"
"358",2018-09-22,0.291111624595369,"SC-E","BB"
"359",2018-09-23,0.269565146640939,"SC-E","BB"
"360",2018-09-24,0.0301220991176584,"SC-E","BB"
"361",2018-09-25,0.0620342707477065,"SC-E","BB"
"362",2018-09-26,0.0983625673925088,"SC-E","BB"
"363",2018-09-27,0.109153399286437,"SC-E","BB"
"364",2018-09-28,0.0635623626274047,"SC-E","BB"
"365",2018-09-29,0.0805399921475715,"SC-E","BB"
"366",2017-09-30,0.260769753281665,"SC-D","BB"
"367",2017-10-01,0.269765835683055,"SC-D","BB"
"368",2017-10-02,0.281322153108324,"SC-D","BB"
"369",2017-10-03,0.296817254909013,"SC-D","BB"
"370",2017-10-04,0.305124354628224,"SC-D","BB"
"371",2017-10-05,0.314036529770046,"SC-D","BB"
"372",2017-10-06,0.33706975095139,"SC-D","BB"
"373",2017-10-07,0.362203592785818,"SC-D","BB"
"374",2017-10-08,0.382148149847713,"SC-D","BB"
"375",2017-10-09,0.378556338827797,"SC-D","BB"
"376",2017-10-10,0.358345732909864,"SC-D","BB"
"377",2017-10-11,0.381020018985368,"SC-D","BB"
"378",2017-10-12,0.35428199182627,"SC-D","BB"
"379",2017-10-13,0.329490906099641,"SC-D","BB"
"380",2017-10-14,0.340037321286779,"SC-D","BB"
"381",2017-10-15,0.344749852068267,"SC-D","BB"
"382",2017-10-16,0.350072654003926,"SC-D","BB"
"383",2017-10-17,0.373730524364624,"SC-D","BB"
"384",2017-10-18,0.392703640592403,"SC-D","BB"
"385",2017-10-19,0.409488309805976,"SC-D","BB"
"386",2017-10-20,0.424629016553083,"SC-D","BB"
"387",2017-10-21,0.441726302426391,"SC-D","BB"
"388",2017-10-22,0.458803804737299,"SC-D","BB"
"389",2017-10-23,0.469021689510931,"SC-D","BB"
"390",2017-10-24,0.462984732958751,"SC-D","BB"
"391",2017-10-25,0.468742636962312,"SC-D","BB"
"392",2017-10-26,0.487686565541011,"SC-D","BB"
"393",2017-10-27,0.507547253530575,"SC-D","BB"
"394",2017-10-28,0.518473291644427,"SC-D","BB"
"395",2017-10-29,0.47108888514886,"SC-D","BB"
"396",2017-10-30,0.213494811413987,"SC-D","BB"
"397",2017-10-31,0.190998711437677,"SC-D","BB"
"398",2017-11-01,0.198984180185308,"SC-D","BB"
"399",2017-11-02,0.202184248711549,"SC-D","BB"
"400",2017-11-03,0.203956514615631,"SC-D","BB"
"401",2017-11-04,0.210867783889919,"SC-D","BB"
"402",2017-11-05,0.187886557855482,"SC-D","BB"
"403",2017-11-06,0.169997133896907,"SC-D","BB"
"404",2017-11-07,0.171071951286249,"SC-D","BB"
"405",2017-11-08,0.0739554084079848,"SC-D","BB"
"406",2017-11-09,0.0534650256418918,"SC-D","BB"
"407",2017-11-10,0.048455566366655,"SC-D","BB"
"408",2017-11-11,0.0505768412730668,"SC-D","BB"
"409",2017-11-12,0.0503062859274798,"SC-D","BB"
"410",2017-11-13,0.0427381527919808,"SC-D","BB"
"411",2017-11-14,0.0320443546367171,"SC-D","BB"
"412",2017-11-15,0.0310321558581036,"SC-D","BB"
"413",2017-11-16,0.0295907368146069,"SC-D","BB"
"414",2017-11-17,0.0337629386692737,"SC-D","BB"
"415",2017-11-18,0.0360928944304221,"SC-D","BB"
"416",2017-11-19,0.0347503015117609,"SC-D","BB"
"417",2017-11-20,0.0311423961617222,"SC-D","BB"
"418",2017-11-21,0.030571625631562,"SC-D","BB"
"419",2017-11-22,0.0301073769597859,"SC-D","BB"
"420",2017-11-23,0.0308504894165578,"SC-D","BB"
"421",2017-11-24,0.0311833298212951,"SC-D","BB"
"422",2017-11-25,0.0313963969715689,"SC-D","BB"
"423",2017-11-26,0.0361042050687278,"SC-D","BB"
"424",2017-11-27,0.0387084333277123,"SC-D","BB"
"425",2017-11-28,0.0429402188952127,"SC-D","BB"
"426",2017-11-29,0.0438829597681448,"SC-D","BB"
"427",2017-11-30,0.052359596072315,"SC-D","BB"
"428",2017-12-01,0.0443563820400779,"SC-D","BB"
"429",2017-12-02,0.0512459337901693,"SC-D","BB"
"430",2017-12-03,0.0507473516548735,"SC-D","BB"
"431",2017-12-04,0.0534247933913218,"SC-D","BB"
"432",2017-12-05,0.0583511915178239,"SC-D","BB"
"433",2017-12-06,0.0481457999644893,"SC-D","BB"
"434",2017-12-07,0.0511586467644846,"SC-D","BB"
"435",2017-12-08,0.0555109736590713,"SC-D","BB"
"436",2017-12-09,0.0571350614537816,"SC-D","BB"
"437",2017-12-10,0.0507393461339327,"SC-D","BB"
"438",2017-12-11,0.0469324068936763,"SC-D","BB"
"439",2017-12-12,0.0435387616469777,"SC-D","BB"
"440",2017-12-13,0.0418743495128427,"SC-D","BB"
"441",2017-12-14,0.0427810547951054,"SC-D","BB"
"442",2017-12-15,0.0505022924357679,"SC-D","BB"
"443",2017-12-16,0.0513217278482608,"SC-D","BB"
"444",2017-12-17,0.0537126761621595,"SC-D","BB"
"445",2017-12-18,0.0554466012874455,"SC-D","BB"
"446",2017-12-19,0.0564575862282902,"SC-D","BB"
"447",2017-12-20,0.0562995320108281,"SC-D","BB"
"448",2017-12-21,0.0602948096661932,"SC-D","BB"
"449",2017-12-22,0.0678368740226573,"SC-D","BB"
"450",2017-12-23,0.0725285816064524,"SC-D","BB"
"451",2017-12-24,0.0691051744420068,"SC-D","BB"
"452",2017-12-25,0.0675181606457251,"SC-D","BB"
"453",2017-12-26,0.0740998233627368,"SC-D","BB"
"454",2017-12-27,0.0782603374918836,"SC-D","BB"
"455",2017-12-28,0.0847760600137437,"SC-D","BB"
"456",2017-12-29,0.0869358160132076,"SC-D","BB"
"457",2017-12-30,0.089320131022723,"SC-D","BB"
"458",2017-12-31,0.0960638625830145,"SC-D","BB"
"459",2018-01-01,0.103632256190127,"SC-D","BB"
"460",2018-01-02,0.109688017393245,"SC-D","BB"
"461",2018-01-03,0.111113277639907,"SC-D","BB"
"462",2018-01-04,0.103368627034205,"SC-D","BB"
"463",2018-01-05,0.107305187991396,"SC-D","BB"
"464",2018-01-06,0.117638283430128,"SC-D","BB"
"465",2018-01-07,0.125700211624144,"SC-D","BB"
"466",2018-01-08,0.1238658209601,"SC-D","BB"
"467",2018-01-09,0.115346197765184,"SC-D","BB"
"468",2018-01-10,0.105450750994698,"SC-D","BB"
"469",2018-01-11,0.0762902167749583,"SC-D","BB"
"470",2018-01-12,0.0272674227133443,"SC-D","BB"
"471",2018-01-13,-0.025052696270833,"SC-D","BB"
"472",2018-01-14,-0.035867924486112,"SC-D","BB"
"473",2018-01-15,-0.0337877665,"SC-D","BB"
"474",2018-01-16,-0.032109123263889,"SC-D","BB"
"475",2018-01-17,-0.029904332833333,"SC-D","BB"
"476",2018-01-18,-0.028438367310185,"SC-D","BB"
"477",2018-01-19,-0.026243018731482,"SC-D","BB"
"478",2018-01-20,-0.024708717805556,"SC-D","BB"
"479",2018-01-21,-0.023382137620371,"SC-D","BB"
"480",2018-01-22,-0.019314705865741,"SC-D","BB"
"481",2018-01-23,-0.027837629486111,"SC-D","BB"
"482",2018-01-24,-0.054907300722222,"SC-D","BB"
"483",2018-01-25,-0.049052054319444,"SC-D","BB"
"484",2018-01-26,-0.044494472430556,"SC-D","BB"
"485",2018-01-27,-0.040809317652778,"SC-D","BB"
"486",2018-01-28,-0.058401021953704,"SC-D","BB"
"487",2018-01-29,-0.075481331953704,"SC-D","BB"
"488",2018-01-30,-0.064159607398148,"SC-D","BB"
"489",2018-01-31,-0.057579462819444,"SC-D","BB"
